Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8
p5741,25.351,10.3036,-42.2314,-15.2708,-34.6103,-26.4246,2.71611,-26.0681
p5742,66.5822,41.9499,54.1819,-18.5192,6.41189,12.4655,-17.3367,-13.6724
p5743,-2.79443,2.75855,-8.34687,-19.2527,22.7754,-19.4331,4.54652,-9.27037
p5744,-39.7772,39.9487,45.1,-0.424245,-8.77502,-14.8245,12.5536,8.79668
p5745,96.5867,-14.2968,-24.7241,4.39399,7.33815,-10.8065,13.0119,-4.35196
p5746,-73.8412,-20.8549,0.693913,1.81032,-10.7754,0.489317,-2.5166,3.12633
p5747,-83.3583,80.216,25.11,-5.33613,28.9916,22.2343,4.84578,17.9851
p5748,113.367,-32.6896,-1.18484,1.11575,-5.01867,-18.4977,5.59282,-5.26799
p5749,88.012,-15.5925,1.27307,-3.65672,-3.48065,-2.09482,22.0483,18.2227
p575,9.12981,-38.0841,-23.8759,-9.15373,-6.64408,4.51779,-0.111409,-0.103778
p5750,-125.412,-6.26527,7.45585,-16.7197,5.04006,0.567133,-11.0375,0.835136
p5751,-1.15287,-46.4861,-8.93779,6.6528,1.26625,5.867,0.162543,-4.17432
p5752,-43.298,-6.29252,-3.17172,15.2347,5.90871,-11.1187,0.607613,-6.98782
p5753,-107.58,18.5864,25.6986,4.1328,8.39472,19.433,-3.78224,-3.9357
p5754,-8.29988,-26.5904,9.84395,5.00819,-4.5039,-4.08523,-0.126241,-11.4695
p5755,27.1965,7.12196,17.3986,-22.0575,2.12046,1.54919,-18.3762,-11.2327
p5756,-159.85,2.10774,-7.74907,25.0735,22.724,-29.8857,22.3613,-1.7538
p5757,-12.4793,134.952,-6.83488,13.7166,-11.2461,-33.7506,-31.4479,-3.89533
p5758,59.9487,11.3792,34.6808,14.9429,3.81136,17.9686,4.42511,-5.54245
p5759,-139.236,13.4431,-24.7299,3.7957,13.4507,-13.8251,0.408896,6.0808
p576,10.019,-10.0969,15.3292,4.13684,0.623324,-0.208956,3.21613,1.0108
p5760,-24.8145,4.92566,18.4803,12.1613,-3.89721,15.9931,-3.54208,9.96757
p5761,-3.31016,24.182,-108.957,26.4246,-40.9899,25.5805,10.3757,-10.6891
p5762,-73.6647,-23.4624,-14.45,-5.71958,-5.27957,-3.78916,1.88639,-12.8325
p5763,-91.9451,28.0498,-23.2567,33.6616,24.1252,40.2044,-7.59825,-10.6267
p5764,-43.5233,66.7104,35.0535,-11.8818,23.3328,0.759911,15.7443,1.65624
p5765,77.5951,-34.0479,11.0366,10.5947,-8.92776,-6.64173,11.5457,0.283191
p5766,-79.4221,-24.4423,-4.65134,12.2814,3.22787,11.5341,9.84118,-0.388757
p5767,148.154,23.7358,11.2217,-1.40708,8.06711,19.5234,-8.77108,16.5448
p5768,80.514,48.9403,-6.82148,25.4145,16.3921,7.84141,37.9964,37.5668
p5769,-53.9095,68.3476,-47.4153,-9.39048,8.94859,48.5497,-18.4676,4.17198
p577,-70.4177,-14.6132,-9.52208,-2.71737,-1.78908,5.61397,7.40985,-2.80632
p5770,-18.0832,12.6185,-6.44667,-10.6729,10.8914,15.9245,4.70994,-7.78889
p5771,47.0253,-48.3181,-10.8988,-11.3643,0.83223,2.53058,-11.4883,4.91951
p5772,-29.1904,-16.3209,1.7175,-2.61849,1.04957,10.0538,-2.05189,-5.68964
p5773,-36.0852,-1.69325,10.2488,-1.22217,9.05007,18.4982,-1.77892,-0.492591
p5774,108.555,-3.74583,-5.23146,30.9198,-4.76854,-10.4035,6.93234,33.283
p5775,45.1207,24.627,-71.098,68.0279,4.30545,7.39316,3.53465,9.98315
p5776,32.0806,9.00234,9.04555,-6.50548,-29.8777,1.08658,-3.78782,14.141
p5777,21.1246,18.2238,19.0885,-3.41494,11.4306,10.5275,2.12874,5.24933
p5778,-31.2236,108.829,-46.2707,-42.9861,47.5061,5.36369,32.4039,-11.3309
p5779,-17.4365,101.473,-26.5573,12.3006,-48.1256,8.78518,30.1731,-8.13319
p578,-91.5394,-11.6237,-19.2257,-2.2778,-9.93264,12.8014,-21.2121,14.1982
p5780,50.5088,-42.1059,-18.8157,-0.590986,10.9306,-1.27966,-11.2072,1.25549
p5781,108.953,158.263,-14.7018,17.7955,32.1832,10.0513,-9.814,-17.862
p5782,34.803,53.5863,-55.8972,35.4899,19.2942,4.10723,-35.9273,-26.2163
p5783,25.9488,-33.7764,-1.08464,16.2281,-11.1808,-1.64885,4.22007,-6.69492
p5784,-48.0143,-31.5817,-22.2026,-10.668,-12.6826,1.91531,-0.617399,0.257415
p5785,-84.0032,119.454,73.1114,11.2019,-12.0488,33.7219,-26.817,-5.3107
p5786,40.8201,-0.125973,-16.587,13.0086,-34.7335,-4.86686,-3.99397,-7.2363
p5787,85.3384,44.6796,-5.3266,-22.2401,19.1872,21.5847,-3.86615,6.48968
p5788,106.369,136.093,-89.3731,1.56134,-3.94457,17.0098,-35.4602,-9.77487
p5789,-322.807,0.0970423,5.07978,-3.47509,4.43555,1.68915,1.06892,2.86089
p579,74.8342,-15.2643,19.6699,3.10466,-3.81628,-18.4961,-3.48537,-12.1294
p5790,133.489,69.8342,-32.4336,-7.90892,33.3145,-19.9935,-11.2705,-5.81437
p5791,50.7229,-31.6988,3.29783,10.4493,1.55961,4.83696,-3.70313,10.7027
p5792,-52.9153,-34.875,-6.37556,-1.19498,8.43005,1.27648,-7.11375,-5.64243
p5793,58.9427,50.7326,-2.37607,-27.0864,-3.64209,-5.65125,3.85632,67.0217
p5794,78.4654,-22.3763,-19.2766,25.0806,12.0445,-25.6796,18.3764,-3.70119
p5795,125.286,-45.6212,-12.8052,-8.97022,-2.17724,-12.8199,-6.30218,0.0591956
p5796,-183.305,62.6837,-48.0544,27.6298,-24.3337,-41.0286,11.7738,-4.67506
p5797,87.2618,-43.6506,-10.6511,15.1325,-0.406836,-1.46179,5.49443,5.7632
p5798,16.6508,39.2613,57.0515,-49.9999,14.0815,-28.6756,-10.2036,-3.68856
p5799,266.743,4.29761,3.26999,17.1945,19.6738,36.7715,-47.3808,32.4211
p58,23.6711,-20.9427,-5.23807,-1.07076,4.13779,23.2389,-3.51527,-12.5607
p580,68.1572,-31.8488,-8.33279,14.3628,1.94485,4.24454,5.52741,-0.732343
p5800,-111.979,112.422,-35.5617,68.1075,-30.5793,-61.081,-21.2209,-2.65724
p5801,42.8801,-31.6503,-22.0047,6.13841,-10.7575,-5.19498,2.64464,-5.35958
p5802,38.0906,-37.7199,-5.61432,9.55673,2.67836,8.88806,1.14493,7.88415
p5803,-56.051,-26.7388,10.745,-7.91765,6.7938,-9.135,12.2084,-16.1309
p5804,-4.01371,-31.3692,2.72306,2.5024,-3.74715,3.40328,-6.65077,6.21481
p5805,6.26346,-1.87722,12.6007,10.0085,-0.678508,4.96372,9.4684,9.713
p5806,14.3699,-18.483,-2.41856,-24.1901,-12.1157,-6.31835,-7.68969,-2.29003
p5807,104.197,-26.2642,14.2268,-8.95078,-0.844443,-4.31404,-3.12518,4.02443
p5808,-98.0418,-19.8262,-1.23913,-7.89937,-4.62267,0.021678,-3.06705,-7.66519
p5809,-16.2327,33.3987,63.9124,-63.5276,25.3256,-52.1162,4.85174,-1.43197
p581,87.9456,10.4498,-88.6209,-29.4976,34.0442,-24.4768,4.15445,-8.00217
p5810,-176.261,172.808,1.13781,44.6903,-44.8021,-65.4363,-30.7074,-19.5301
p5811,-0.242506,-12.502,-4.30103,-6.75552,7.52322,5.2647,3.43822,-9.654
p5812,63.4001,-27.3278,5.09099,0.903634,-8.72399,9.17709,0.365671,1.58321
p5813,-18.6994,-11.226,3.02379,-7.06644,3.45029,-3.69435,4.04685,8.02975
p5814,16.9599,-32.2353,-10.7633,3.10248,9.38776,-4.0186,4.25013,0.276691
p5815,-6.53169,-33.1813,-10.5783,-1.57446,5.74232,-8.37919,4.02839,0.650329
p5816,89.434,68.4096,9.63582,6.23023,28.1675,41.8288,-6.41562,7.59057
p5817,13.226,-45.3721,-21.6874,-4.13646,8.51114,-4.14023,-10.0472,-12.3528
p5818,-53.3422,-20.9091,17.2288,-0.889863,8.13923,-5.26816,-0.385199,-0.851508
p5819,-30.152,-9.2391,-12.68,0.772048,-1.64763,-22.3882,1.74921,-1.97937
p582,43.11,-36.8906,8.43989,0.500737,-0.29649,-3.92188,2.11921,1.7219
p5820,84.6119,-33.5133,-15.3577,2.7884,-6.37428,5.35976,-11.1394,-18.95
p5821,18.7993,-7.0264,8.30616,-17.132,6.73202,-16.6837,-11.0581,-4.28726
p5822,61.8307,11.4944,5.51113,-7.23319,-5.37695,-23.3053,-10.4321,0.787201
p5823,-29.499,-8.68113,-15.3164,-5.23966,7.00216,11.1572,-3.97845,-3.43671
p5824,-41.1471,-17.7371,6.54846,2.58116,-2.38785,-4.05271,-3.40092,-5.36931
p5825,69.3064,-24.8186,6.56491,-3.24949,13.2224,3.01608,3.15637,1.92877
p5826,-29.9424,-34.6062,-14.168,-4.33649,2.41251,1.55612,-2.75916,9.55873
p5827,155.116,-45.984,-0.0275666,29.6673,22.9675,-17.9401,16.263,6.22665
p5828,110.376,-43.1,4.78426,5.25982,-6.05294,2.78525,7.22482,-2.48627
p5829,1.18973,-21.0869,-30.4831,-2.69234,-11.5441,7.56452,-9.96245,-2.7969
p583,-6.47432,5.80586,-61.7666,9.51089,34.1438,25.2343,12.5913,-13.8204
p5830,89.6269,-11.952,-47.9292,-83.0681,-40.0119,-41.1387,-0.986331,-11.3853
p5831,15.0279,41.2702,15.7194,33.9259,0.579434,25.6664,-8.4284,-21.2952
p5832,-15.5983,36.6084,33.5792,-2.50723,7.86817,-6.06638,-4.13931,1.15089
p5833,94.3551,-44.6267,-14.3391,-4.47308,-4.44639,5.93466,-0.204095,6.2292
p5834,59.702,-21.1,-0.850607,7.72324,-6.84329,-0.338563,2.89713,-2.12815
p5835,-46.7231,-39.8354,-10.9861,-5.2905,5.32198,0.789064,-2.97264,-8.78038
p5836,137.752,46.8148,1.18862,-22.4035,22.4399,13.3703,3.33098,15.2275
p5837,78.1435,-49.663,-6.90893,9.53543,10.6841,5.48664,5.26233,1.76952
p5838,80.676,29.3034,-110.184,5.55769,-9.31366,-36.838,-22.3967,34.1381
p5839,0.15967,14.4818,24.5703,-5.74617,-10.41,-3.00305,4.87137,7.87254
p584,-42.4732,-34.8227,-4.73904,-1.71474,6.27143,5.96964,-1.57673,-0.276427
p5840,-16.7421,-21.8211,8.46528,0.340893,-14.4869,-2.31249,5.0754,-0.828699
p5841,106.564,-21.0286,10.7836,-0.932749,-8.98718,0.333329,0.289721,6.05059
p5842,-121.234,20.958,-24.5271,52.6616,31.996,-11.7373,-35.1649,-18.4079
p5843,-53.1544,-3.81104,-5.6984,23.9262,-10.7001,-8.08572,29.7529,-12.0644
p5844,-86.0512,-7.02388,8.40434,-5.56485,-0.407093,-4.28773,1.28629,-1.59539
p5845,-6.53049,3.66298,-39.8325,-23.61,12.1668,-4.97904,31.0777,12.5836
p5846,42.2463,16.077,28.7116,-3.15578,-9.22823,6.49854,-7.59903,0.143968
p5847,44.0926,-42.3983,-0.675325,-3.80569,-9.82838,8.81572,-3.49702,4.63412
p5848,-2.89078,91.9703,-50.539,26.133,-13.1285,-15.5462,-20.6991,3.03656
p5849,-20.1668,-35.3741,2.84348,-9.15781,2.62577,2.05214,-9.07366,0.279468
p585,57.133,-44.6926,-5.6316,9.54937,-6.62632,-1.42695,6.13971,0.603253
p5850,46.1745,43.1155,-89.4613,-23.8035,50.752,24.5325,-7.55223,30.9685
p5851,40.2809,-16.1782,-12.2648,-20.7082,-10.8703,8.23835,-11.0867,-2.34165
p5852,100.561,53.6602,-55.6021,18.9515,-44.5167,11.373,11.3006,-0.200582
p5853,7.22162,-36.4352,3.13269,15.2036,6.09351,7.06666,3.87411,-4.62249
p5854,-25.6228,-19.0207,-7.20106,-27.1494,15.957,-5.67266,-11.7283,-0.464855
p5855,-11.9081,6.76551,6.87082,-8.64926,24.9387,-11.5585,-2.84752,-6.68554
p5856,-97.8413,-22.6361,-4.18694,-6.09654,-2.935,-7.97909,-5.57467,-11.8535
p5857,69.8772,-46.88,-11.3289,9.31339,-7.60155,9.73272,-7.02161,1.8172
p5858,39.3242,-27.9197,7.78674,4.20862,2.7828,-16.8997,0.236975,6.13613
p5859,180.022,119.934,113.609,19.1542,-1.89828,28.9665,-5.2279,3.00433
p586,-133.646,35.1026,14.7595,19.0756,23.591,-6.15242,20.5869,-11.1035
p5860,-77.069,22.7775,15.6807,-7.80973,4.36971,-6.03622,-6.96984,-2.63716
p5861,-55.214,3.70418,0.0809891,-13.2993,11.4475,6.41195,-2.04375,-5.37587
p5862,-81.4835,42.0545,25.3843,-1.10919,10.3783,4.41601,5.06396,1.58241
p5863,-52.5061,17.2499,-11.3861,7.47092,9.10446,2.89691,7.59505,-18.1642
p5864,24.893,172.874,150.207,-30.9894,-26.6656,-15.8872,7.41293,-47.8407
p5865,3.71052,-10.8764,18.2055,-2.1973,-9.38059,-2.44203,-0.933906,-2.15937
p5866,47.5003,-42.6635,-22.2651,8.1818,21.4833,2.78438,1.90367,-12.4805
p5867,172.79,87.9591,73.9711,3.19204,-26.5576,-16.2137,-15.3952,-0.776266
p5868,-14.5578,-19.0148,-34.1855,13.308,-9.11824,14.712,-1.23022,-2.7815
p5869,6.5274,29.8366,-17.0662,-84.7028,-11.3234,-8.00157,17.501,-30.3954
p587,1.154,-0.495939,17.1899,-1.69023,-12.788,8.80089,5.9326,1.58634
p5870,-82.4215,-14.5365,4.63702,-11.4943,2.02494,-2.95724,-10.8658,0.658928
p5871,-33.3905,-30.3063,0.147602,-6.51355,6.62772,-5.46906,-6.21472,-3.94572
p5872,-112.253,11.8113,19.3413,-22.0983,-0.811464,4.7806,-10.4681,0.352111
p5873,-163.78,-5.13789,-6.74767,-15.5772,1.63998,2.91835,0.212337,0.985019
p5874,4.95372,-32.7469,-4.81651,15.1276,-13.6842,5.63059,1.72548,3.15492
p5875,-58.1649,44.9549,33.9621,9.6968,30.2864,-11.7699,-11.2525,18.4531
p5876,128.141,-21.9736,15.1845,-4.78068,-7.00402,0.619541,-4.96507,-7.79738
p5877,53.9032,118.471,-134.362,-9.96846,-31.0668,13.2665,-14.8381,2.50674
p5878,-106.757,-26.9088,-9.32475,-5.61563,2.05064,6.16982,1.88942,0.1382
p5879,227.343,76.9579,-10.0755,31.3448,-2.7027,-40.7004,-23.7098,-10.0127
p588,160.894,-30.831,-43.5477,-15.1552,-4.27668,-22.4257,-3.12593,-48.2715
p5880,115.451,-32.2129,-6.8011,6.05915,29.4051,-2.545,7.10053,5.76038
p5881,-129.146,61.2808,-40.5498,59.0281,42.6691,4.00146,23.0394,1.63252
p5882,-88.7175,33.4452,18.3296,0.0488954,7.0245,-2.49022,-2.40103,-0.413377
p5883,-104.43,-2.92579,15.4408,-4.42587,-11.7851,0.213344,4.04843,-0.286808
p5884,-1.69027,14.4423,20.2491,3.28158,-12.9995,-6.82951,1.8999,-5.90788
p5885,-44.0753,-17.8136,-25.4143,-10.9655,5.65281,-27.8455,8.93028,-19.2498
p5886,43.0701,116.456,55.7315,22.9415,15.7485,-11.8547,-9.78213,12.4489
p5887,6.91356,-15.7365,3.36678,-4.06423,-11.9894,-11.9308,-9.13743,-2.29115
p5888,29.3758,12.3293,4.40622,21.8727,-18.7348,-5.18108,11.0131,9.19322
p5889,43.2312,-39.6656,-11.8319,0.208431,-8.2197,1.55011,-1.99554,1.05674
p589,-27.5205,18.9683,33.8561,-12.5282,-6.35557,-7.77169,-7.75211,12.8633
p5890,-112.993,-19.4722,5.84494,-18.5577,-4.50388,-11.8584,-1.38214,5.54164
p5891,143.127,-32.8753,6.98196,10.7298,19.2842,9.7903,2.02645,-13.4527
p5892,108.882,-35.3467,-1.40836,10.4979,7.51828,12.9346,8.11466,-4.91302
p5893,-21.1196,27.2943,33.9875,5.70024,-10.6619,-6.8541,-19.6216,-3.37153
p5894,-53.4854,-37.1141,-3.84329,-2.84559,-2.5465,-0.331218,2.1455,4.24608
p5895,46.0927,-18.9982,1.22062,-8.45759,-2.96747,-10.8655,-5.54773,-7.46021
p5896,-64.8695,-0.837122,23.3422,6.67034,1.93166,-2.60317,15.8311,2.69795
p5897,70.6739,-22.2175,-59.9125,-22.8322,-33.4456,7.29638,9.81732,10.3848
p5898,91.6385,-42.3345,-21.2058,7.84017,-12.8983,17.7573,2.07627,-6.24225
p5899,-83.3816,47.5185,-59.7114,-5.20737,5.39207,-53.8634,4.53899,13.1036
p59,35.2899,7.37169,-10.5046,48.3765,25.7431,-39.0271,-13.5227,13.1788
p590,9.84955,-44.5532,-10.2101,10.5402,4.73729,1.06276,15.6213,-6.28235
p5900,-7.16814,-15.8473,5.94685,-16.3194,-0.867456,-16.1404,3.75657,0.697587
p5901,54.2657,21.1576,30.1206,3.13556,-19.2349,6.69495,0.66234,8.25194
p5902,-56.6011,13.4594,14.8029,-29.4678,-9.62388,-24.2564,21.417,19.4685
p5903,22.0243,-6.21698,-28.8659,-30.964,22.2345,4.67042,-5.83928,-8.00835
p5904,71.2385,-40.6535,-9.18972,16.0993,-10.275,21.083,1.52874,6.62243
p5905,66.4734,-39.515,-4.0823,0.745161,8.71099,-6.36179,4.08149,6.98761
p5906,80.7526,131.966,-39.4506,3.90839,31.5462,61.2069,8.23796,7.74068
p5907,87.1551,37.7819,-150.823,74.5311,67.021,-58.3652,62.6345,11.228
p5908,-87.8166,19.6648,-9.49787,10.4694,-0.978171,-28.5673,-3.62731,-6.51118
p5909,-20.5842,12.2414,7.79039,10.7576,12.4595,18.1338,0.25166,13.4451
p591,-6.90854,0.520472,24.22,21.9232,-4.11863,14.6301,6.04453,-7.61433
p5910,115.001,58.3001,-23.8414,-27.7899,-19.4979,-36.8038,7.91362,-18.4324
p5911,21.3997,-13.0418,15.4935,-26.4627,3.6601,6.40108,-3.33822,-10.8035
p5912,190.235,-23.3154,-64.8024,-15.0471,5.79964,20.9969,-45.0154,-6.26206
p5913,-127.964,36.491,-54.1911,3.28967,26.7716,6.35346,-15.5976,-17.222
p5914,-76.1532,107.372,-61.4325,34.0352,77.1837,32.7947,38.6268,13.1559
p5915,-131.237,15.7824,11.1443,1.48327,8.95093,-9.55288,-8.05225,3.74715
p5916,-10.8539,-12.7306,-18.6759,-15.4336,-4.02929,-5.63741,-10.3054,-2.35314
p5917,-26.4879,0.293549,-47.073,18.5322,-2.22776,-27.484,1.03872,-13.2341
p5918,-69.7204,77.6424,-41.9316,-1.57713,16.0276,-41.9169,9.66119,39.0799
p5919,39.5561,145.759,-29.9464,-50.6714,68.0707,24.8212,46.6007,25.5012
p592,-210.768,155.483,59.2053,47.1634,-20.7719,0.263951,-63.0356,-2.05041
p5920,-133.29,26.5337,-21.1728,5.29737,26.4968,-23.9376,19.8386,-7.60453
p5921,104.132,-0.557176,28.6963,7.19594,-5.65722,1.20376,1.57713,-3.11602
p5922,-109.736,53.5672,-8.0465,31.3794,30.8531,-12.0942,40.6299,-30.8428
p5923,24.6673,-12.9089,-11.7756,23.8752,10.5374,-9.86279,23.4986,-2.53198
p5924,30.9509,-37.7483,-14.2246,-15.1214,-4.60277,-1.68267,-6.10323,1.074
p5925,-91.7269,-8.49702,16.0811,-1.07732,-0.564112,7.73713,0.378124,0.559223
p5926,76.4924,1.30513,8.28647,5.08772,-1.13799,3.20848,10.5194,6.70766
p5927,122.508,-38.0983,-9.06952,22.8954,-8.57233,2.56012,1.71505,-2.34232
p5928,-28.4338,-1.85195,8.92361,41.611,12.266,-13.404,10.953,9.82044
p5929,-162.819,-26.8369,-2.70468,-1.93726,1.41924,0.174905,3.61634,7.67999
p593,8.65285,-0.109285,-12.2259,-11.3084,15.8556,2.51955,8.7461,2.00048
p5930,-5.50988,-29.4758,4.29541,13.2894,11.1333,-6.1833,0.628272,-4.07687
p5931,12.3787,-23.8586,2.9686,13.3611,-5.91148,5.125,-3.42076,17.9028
p5932,-43.3159,-20.9851,-7.09094,1.02383,-1.73768,4.38878,0.734546,1.38168
p5933,-27.8754,-40.8809,-5.78102,-7.57735,-0.317303,3.36944,0.434394,-1.36492
p5934,-203.464,56.9495,13.3505,-4.81757,-28.8663,2.60191,9.92226,12.9953
p5935,-33.6234,-6.4016,16.9889,-3.31769,20.3784,-5.12762,-5.2611,-8.21449
p5936,60.6349,-24.5063,16.048,-4.29029,-1.99149,1.06121,-2.79141,4.78995
p5937,-55.8921,7.65406,11.0554,-26.6183,10.0438,5.93535,-4.37314,-11.9109
p5938,-70.3346,14.4917,-21.7998,-12.4702,-9.14005,9.63118,-6.25306,11.8622
p5939,-111.293,-14.9329,-3.63471,-3.23127,11.3178,2.32794,0.259628,8.88611
p594,69.3394,101.139,33.3698,-38.5951,15.084,-49.9659,-18.5314,-29.9244
p5940,137.008,28.0729,10.6711,56.8984,8.28778,61.5973,14.5735,-17.767
p5941,1.60081,-17.0315,-5.78642,-9.05333,-7.14736,2.41387,14.8317,15.5475
p5942,-14.1957,-22.6471,10.114,5.16795,3.35459,1.73056,-3.07662,-0.743731
p5943,42.0085,7.67149,25.2,-4.71234,-3.35304,10.528,-2.07428,-10.2687
p5944,117.329,-28.0166,-11.4968,4.4737,8.38194,7.78265,-1.81087,-6.8133
p5945,82.1251,62.9204,65.5104,13.0006,-4.85381,31.7718,2.94472,-14.5038
p5946,-7.71257,-19.2799,-10.0148,10.9675,3.48226,19.1468,6.32332,3.35126
p5947,-45.3355,66.2703,-35.4645,-20.2688,25.0632,36.689,22.2459,19.5147
p5948,52.0836,13.9171,-32.1704,-18.0163,-5.23929,-28.0628,-3.87879,3.18971
p5949,-52.1411,-27.815,-13.058,-9.49257,20.95,-6.18768,-2.11453,-0.468661
p595,104.802,-50.4517,-7.71293,1.61041,-7.32466,2.73723,-13.5109,6.71684
p5950,-93.3857,50.8587,-4.92867,-52.0132,25.434,-12.2931,0.431299,-0.941523
p5951,-50.7664,-11.3369,2.7709,3.03297,-9.71552,8.4102,2.28784,4.00536
p5952,-128.192,0.536736,16.57,7.19529,6.6462,1.64819,2.47169,11.5441
p5953,71.8992,-22.3381,4.295,10.6336,-0.763615,2.45665,-1.30818,-8.89736
p5954,99.0598,-18.6142,-14.2381,-69.6796,-32.8177,1.18432,20.1744,-21.6069
p5955,-71.5283,-6.85579,2.53263,-11.6565,-11.8727,-0.882577,-3.60544,-11.3447
p5956,-16.7674,-31.6021,-1.56474,2.713,-1.88423,-6.57122,4.14087,-4.8355
p5957,67.855,-5.14841,-6.24825,11.5243,2.95985,-8.77844,3.05847,-8.67454
p5958,-17.8341,-19.6029,-24.4448,-31.1898,-5.70769,-17.3673,5.29606,3.06174
p5959,-10.3857,25.3959,-55.4466,-19.7738,-30.7793,24.1405,35.3848,3.39787
p596,-59.0265,-26.2273,2.28545,-8.45904,-3.78487,-4.29734,-0.108976,-8.2989
p5960,20.4458,44.6822,6.11212,21.9201,-10.3989,-25.8216,5.23392,-5.66985
p5961,60.4754,57.9209,34.9385,-27.4552,-19.8613,-10.1035,-2.80389,-43.4999
p5962,-111.156,-0.0165961,24.6184,10.9552,24.2601,-6.55764,3.21014,-3.66241
p5963,147.018,6.11729,32.7137,-1.20557,-14.8905,5.59248,-12.1027,37.2157
p5964,-17.3435,5.42939,13.1556,-12.9673,5.21468,18.4163,-3.91509,-2.32528
p5965,-68.1236,14.2935,9.7168,-15.3019,18.3951,-6.05659,-0.291824,6.05681
p5966,-19.5496,-5.9083,5.3153,-7.05265,14.9018,6.69383,-6.97888,1.32122
p5967,77.3097,-38.6411,-14.1826,16.4331,14.7221,-18.4564,-12.6136,-8.76286
p5968,43.3129,-27.1132,-15.677,-14.0965,-3.00994,-4.46308,3.04504,2.7924
p5969,-4.4624,-13.3043,2.51051,18.0006,-23.7549,-1.70505,5.90313,-8.87988
p597,-218.515,17.9309,5.54819,-12.2644,3.65275,-11.4443,12.839,3.38554
p5970,88.3448,-43.1211,5.07186,18.3372,7.86555,-15.9783,10.1933,-17.1884
p5971,-30.2643,-19.5819,1.01373,-7.4898,2.47109,7.36735,-5.05599,6.83397
p5972,-7.50943,49.8842,-12.3867,32.6603,13.9503,3.51616,-22.4271,45.9875
p5973,-59.9289,0.391223,-14.9171,37.3324,-7.95865,-8.00179,23.1359,-13.8089
p5974,-44.9554,117.583,39.0206,-53.7698,-75.1149,-7.40648,68.1252,53.8458
p5975,-6.05961,110.735,-15.1087,121.688,20.0328,-3.16976,-12.4481,15.2084
p5976,77.5121,-15.5819,13.9966,8.40662,7.87944,4.72966,-1.33919,3.94703
p5977,64.9498,-40.0396,6.7948,-15.8174,-7.75865,-20.9353,11.714,-5.84392
p5978,8.56813,-20.8468,-0.0377839,0.28998,11.7147,-1.30706,-4.80749,17.0694
p5979,19.8369,-6.60979,23.0075,13.6171,2.21391,2.58759,0.958246,-6.30907
p598,67.6181,6.87965,-46.4796,-6.7305,-21.1835,19.0258,10.2288,36.9718
p5980,44.963,25.4206,23.1646,-20.4866,21.8659,-4.71808,-14.9194,12.2903
p5981,25.9401,-31.8819,-7.78832,0.99985,8.6494,-2.45797,-0.468583,0.060424
p5982,70.514,19.266,27.996,8.06607,-1.26174,-1.51368,1.76823,6.54103
p5983,34.384,-41.759,-14.7094,-2.74968,-2.24499,-3.62341,-4.47623,0.919336
p5984,62.3902,43.7408,55.2499,13.8488,-12.1787,14.6055,-19.6073,-0.280326
p5985,153.92,60.3624,-28.3302,-44.5973,45.3864,10.7085,3.73229,19.0346
p5986,-137.838,-4.85591,8.85287,-17.313,5.25216,0.639118,-4.28376,5.02404
p5987,58.3443,17.4167,24.454,21.0099,-9.65486,25.0091,-7.29601,-19.3592
p5988,27.0826,-15.6902,-16.3378,8.27546,-9.28721,0.138534,-2.1952,1.30249
p5989,-82.0769,127.936,-10.7485,88.1322,-1.03632,-51.1646,-38.8041,17.7244
p599,-63.0137,7.04958,1.70109,-12.9169,15.2366,14.8294,1.15985,1.5174
p5990,-24.8636,-27.9068,-17.2833,1.49156,-5.10109,-3.38097,-2.33147,-6.92621
p5991,-31.2617,-12.3103,-12.9369,-9.98706,-19.0672,-3.7366,1.90493,-13.6644
p5992,119.552,136.81,74.1483,53.9813,-48.0773,9.3823,-48.0898,11.1468
p5993,83.6575,-49.3206,-4.51017,2.85148,-0.624877,2.61111,-8.42056,-3.46465
p5994,79.1642,-22.3635,6.22136,-9.24005,5.1165,-4.2221,3.49382,-4.97248
p5995,96.4289,21.6366,9.43005,16.9021,29.6488,-11.9917,-0.301822,-0.57638
p5996,-40.5947,-19.3933,7.97494,-11.0244,5.24923,-2.7254,-0.964782,2.72493
p5997,-9.61178,168.724,-8.62939,-45.0661,-10.5378,9.82554,10.9394,-18.3963
p5998,21.5801,-22.1514,-1.05952,-2.09435,0.139163,12.0361,-1.09827,6.99068
p5999,-58.0303,-34.8073,-1.63556,-10.6975,3.29943,-12.1724,-5.80769,-3.16328
p6,-6.65025,-29.6171,-7.43993,3.1059,-22.9535,1.85542,1.16882,3.01333
p60,128.452,36.8681,64.7743,12.0937,-4.87227,3.97951,-5.1831,-2.46965
p600,-26.8925,-12.6479,6.24048,0.1899,-6.39619,-4.50347,-4.61495,-0.425036
p6000,10.787,-40.9132,-8.05506,3.67926,-6.56459,-2.4395,-3.25388,5.7113
p6001,-6.20137,-7.66343,16.6782,0.123289,9.16882,-14.9084,7.83111,7.28689
p6002,-32.2682,18.2488,13.4414,30.2131,12.8936,-24.966,19.7664,-17.3931
p6003,-84.1242,45.1386,-58.2753,44.3727,13.0091,-16.8494,-17.5795,3.0946
p6004,-7.7811,83.3391,-52.723,11.2723,1.16823,-19.7743,-18.4014,-0.510233
p6005,25.8233,-40.1213,-20.5734,-2.88227,-5.5062,-6.04167,-18.0142,-2.05727
